NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,Default
RealEstateLessors,84,2,Existing,3,2,Urban,No,15000,7500,0,0,0.5,0,2520,19502.0,No
RentalLeasing,45,4,New,0,4,Urban,No,10000,5000,1,0,0.5,0,1350,18424.0,Yes
RealEstateServices,45,4,Existing,0,4,Urban,No,50000,25000,0,0,0.5,0,1350,18302.0,Yes
RealEstateServices,84,8,Existing,3,11,Urban,Yes,50000,25000,0,0,0.5,0,2520,19564.0,No
RealEstateServices,37,10,Existing,3,10,Urban,Yes,100000,50000,0,0,0.5,0,1110,18092.0,Yes
RentalLeasing,69,1,New,4,5,Urban,No,360000,270000,1,0,0.75,0,2070,19052.0,No
RentalLeasing,32,1,New,4,5,Urban,Yes,100000,85000,1,0,0.85,1,960,18065.0,No
RealEstateServices,2,4,Existing,2,4,Urban,Yes,40000,20000,0,0,0.5,0,60,17012.0,Yes
RealEstateServices,62,1,Existing,0,1,Urban,No,50000,25000,0,0,0.5,0,1860,18842.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Yes,30000,15000,0,0,0.5,0,2520,19594.0,No
RealEstateServices,24,12,Existing,0,12,Urban,Yes,35000,17500,0,0,0.5,1,720,17794.0,Yes
RealEstateServices,58,2,Existing,1,2,Urban,No,50000,25000,0,0,0.5,0,1740,18722.0,Yes
RealEstateServices,84,2,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,0,2520,19502.0,No
RealEstateServices,51,12,Existing,3,12,Urban,No,50000,25000,0,0,0.5,0,1530,18512.0,Yes
RealEstateServices,84,4,Existing,2,4,Urban,No,25000,12500,0,0,0.5,0,2520,19502.0,No
RealEstateServices,38,3,Existing,0,3,Urban,Yes,10000,5000,0,0,0.5,0,1140,18122.0,Yes
RealEstateServices,50,2,Existing,0,2,Urban,No,35000,17500,0,0,0.5,0,1500,18482.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,2520,19502.0,No
RealEstateServices,55,10,Existing,0,10,Urban,Yes,35000,17500,0,0,0.5,0,1650,18724.0,Yes
RealEstateServices,58,13,Existing,1,13,Urban,Yes,100000,50000,0,0,0.5,0,1740,18722.0,Yes
RealEstateServices,54,1,Existing,0,1,Urban,Yes,50000,25000,0,0,0.5,0,1620,18541.0,Yes
RealEstateServices,64,2,Existing,0,2,Urban,Unknown,35000,17500,0,0,0.5,0,1920,18933.0,Yes
RentalLeasing,84,1,Existing,1,1,Urban,Yes,5000,2500,0,0,0.5,0,2520,20598.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,2520,19564.0,No
RentalLeasing,120,23,Existing,0,23,Urban,Unknown,1000000,750000,0,0,0.75,0,3600,20552.0,No
RealEstateServices,84,2,Existing,0,2,Urban,No,25000,12500,0,0,0.5,0,2520,19502.0,No
RealEstateServices,84,2,Existing,0,2,Urban,Yes,25000,12500,0,0,0.5,0,2520,19929.0,No
RealEstateServices,64,2,New,0,2,Urban,Unknown,10000,5000,1,0,0.5,0,1920,18933.0,Yes
RealEstateLessors,120,1,New,5,6,Urban,No,320000,240000,1,0,0.75,0,3600,20613.0,No
RealEstateServices,59,2,Existing,1,3,Urban,Yes,20000,10000,0,0,0.5,0,1770,18783.0,Yes
RealEstateServices,23,3,Existing,3,3,Urban,Yes,35000,17500,0,0,0.5,1,690,17672.0,Yes
RealEstateServices,84,6,New,10,6,Urban,Yes,5000,2500,1,0,0.5,0,2520,20598.0,No
RealEstateServices,60,2,Existing,2,4,Urban,No,28000,14000,0,0,0.5,0,1800,18782.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,40000,20000,0,0,0.5,0,2520,19502.0,No
RealEstateServices,240,1,Existing,9,0,Urban,Unknown,454000,454000,0,1,1.0,0,7200,24194.0,No
RentalLeasing,65,1,Existing,2,1,Urban,Yes,35000,17500,0,0,0.5,0,1950,18932.0,Yes
RealEstateServices,84,2,Existing,1,3,Urban,Yes,10000,5000,0,0,0.5,0,2520,19564.0,No
RealEstateServices,84,3,New,0,3,Rural,Yes,5000,2500,1,0,0.5,0,2520,20629.0,No
RentalLeasing,84,1,Existing,0,1,Urban,Yes,35000,17500,0,0,0.5,0,2520,19472.0,No
RentalLeasing,90,2,Existing,1,1,Urban,Unknown,125000,106250,0,0,0.85,0,2700,19652.0,No
RealEstateServices,51,7,Existing,0,7,Urban,No,35000,17500,0,0,0.5,0,1530,18665.0,Yes
RealEstateServices,42,13,Existing,0,13,Urban,Unknown,35000,17500,0,0,0.5,0,1260,18304.0,Yes
RentalLeasing,44,1,New,0,1,Urban,Yes,5500,2750,1,0,0.5,0,1320,18272.0,Yes
RealEstateServices,240,35,Existing,10,0,Urban,Unknown,167000,167000,0,1,1.0,0,7200,24194.0,No
RentalLeasing,109,6,Existing,0,0,Unknown,Unknown,970000,727500,0,0,0.75,0,3270,17392.0,No
RentalLeasing,300,2,New,2,2,Rural,No,76500,65025,1,1,0.85,0,9000,26044.0,No
RentalLeasing,84,2,New,2,2,Rural,No,12500,10625,1,0,0.85,0,2520,19564.0,No
RentalLeasing,60,2,New,2,2,Rural,Yes,10000,8500,1,0,0.85,0,1800,18844.0,No
RealEstateServices,240,9,Existing,2,0,Urban,Unknown,404000,404000,0,1,1.0,0,7200,24229.0,No
RealEstateServices,55,3,Existing,0,3,Urban,No,35000,17500,0,0,0.5,0,1650,18755.0,Yes
RealEstateServices,43,2,Existing,0,2,Urban,Yes,10000,5000,0,0,0.5,0,1290,18334.0,Yes
RealEstateServices,84,7,Existing,0,7,Urban,Yes,15000,7500,0,0,0.5,0,2520,19564.0,No
RealEstateServices,84,1,Existing,0,1,Urban,No,25000,12500,0,0,0.5,0,2520,19594.0,No
RealEstateServices,84,2,Existing,0,2,Urban,No,100000,50000,0,0,0.5,0,2520,19594.0,No
RealEstateServices,60,1,New,0,1,Urban,Yes,23000,11500,1,0,0.5,0,1800,18813.0,Yes
RealEstateServices,279,12,Existing,0,12,Urban,Unknown,441000,330750,0,1,0.75,0,8370,25322.0,Yes
RealEstateServices,60,10,Existing,2,10,Urban,Yes,100000,50000,0,0,0.5,0,1800,18782.0,Yes
RealEstateServices,36,1,New,0,1,Rural,Yes,50000,25000,1,0,0.5,0,1080,18124.0,No
RealEstateServices,240,5,Existing,10,0,Urban,Unknown,344000,344000,0,1,1.0,0,7200,24229.0,No
RealEstateServices,56,1,Existing,0,1,Urban,No,10000,5000,0,0,0.5,0,1680,18724.0,Yes
RealEstateServices,62,1,Existing,0,1,Urban,Yes,24000,12000,0,0,0.5,0,1860,18904.0,Yes
RealEstateServices,61,15,Existing,0,15,Urban,Yes,100000,50000,0,0,0.5,0,1830,18904.0,Yes
RealEstateServices,240,1,New,15,0,Urban,Unknown,547000,547000,1,1,1.0,0,7200,24285.0,No
RealEstateServices,47,10,Existing,0,10,Urban,No,85000,42500,0,0,0.5,0,1410,18454.0,Yes
RealEstateServices,9,1,Existing,4,1,Urban,No,100000,50000,0,0,0.5,0,270,17375.0,Yes
RealEstateServices,84,2,Existing,2,4,Urban,Yes,48000,24000,0,0,0.5,0,2520,19625.0,No
RealEstateServices,70,2,Existing,0,2,Urban,Yes,30000,15000,0,0,0.5,0,2100,19144.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Yes,16000,8000,0,0,0.5,0,2520,19594.0,No
RealEstateServices,72,8,New,5,13,Urban,Yes,150000,75000,1,0,0.5,0,2160,19234.0,No
RealEstateServices,84,3,Existing,1,4,Urban,Yes,25000,12500,0,0,0.5,0,2520,19594.0,No
RealEstateServices,84,3,Existing,0,3,Urban,Yes,20000,10000,0,0,0.5,0,2520,19776.0,No
RealEstateServices,68,4,New,2,6,Urban,Yes,30000,15000,1,0,0.5,0,2040,19145.0,Yes
RentalLeasing,84,11,Existing,0,11,Urban,Yes,15000,7500,0,0,0.5,0,2520,19533.0,No
RealEstateServices,66,3,Existing,2,3,Urban,No,75000,37500,0,0,0.5,0,1980,19085.0,Yes
RealEstateServices,259,2,Existing,2,2,Urban,Unknown,521538,391153,0,1,0.749999041,0,7770,24783.0,Yes
RealEstateServices,44,1,Existing,0,1,Urban,Yes,29600,14800,0,0,0.5,0,1320,18394.0,Yes
RealEstateServices,65,1,Existing,0,1,Urban,No,15000,12750,0,0,0.85,0,1950,19024.0,Yes
RealEstateServices,55,5,Existing,2,5,Urban,No,50000,25000,0,0,0.5,0,1650,18755.0,Yes
RentalLeasing,84,21,New,0,0,Unknown,Unknown,100000,80000,1,0,0.8,0,2520,16580.0,No
RealEstateServices,45,6,Existing,0,6,Urban,Yes,50000,25000,0,0,0.5,0,1350,18455.0,Yes
RealEstateServices,240,2,Existing,1,2,Urban,Unknown,150000,150000,0,1,1.0,0,7200,24194.0,No
RealEstateServices,84,1,Existing,0,1,Urban,No,15000,7500,0,0,0.5,0,2520,19625.0,No
RealEstateServices,240,100,New,50,0,Urban,Unknown,785000,785000,1,1,1.0,0,7200,24229.0,No
RentalLeasing,84,6,Existing,0,0,Unknown,Unknown,27000,13500,0,0,0.5,0,2520,16550.0,No
RentalLeasing,120,20,Existing,0,0,Unknown,Unknown,1000000,750000,0,0,0.75,1,3600,17630.0,No
RealEstateServices,84,1,New,0,1,Urban,Yes,10000,5000,1,0,0.5,0,2520,19625.0,No
RentalLeasing,84,1,Existing,0,1,Urban,No,25000,12500,0,0,0.5,0,2520,19655.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,33000,16500,0,0,0.5,0,2520,19655.0,No
RealEstateServices,99,1,New,1,1,Urban,Unknown,60000,30000,1,0,0.5,0,2970,19983.0,Yes
RentalLeasing,35,3,Existing,0,3,Rural,Yes,30000,15000,0,0,0.5,1,1050,18032.0,Yes
RealEstateLessors,69,2,New,6,8,Urban,No,5000,4250,1,0,0.85,0,2070,19175.0,Yes
RealEstateServices,56,1,New,2,1,Urban,No,20000,10000,1,0,0.5,0,1680,18846.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Yes,30000,15000,0,0,0.5,0,2520,19655.0,No
RealEstateServices,120,2,New,2,2,Urban,Unknown,105000,89250,1,0,0.85,0,3600,20613.0,No
RealEstateServices,57,1,Existing,2,3,Urban,Yes,25000,12500,0,0,0.5,0,1710,18723.0,Yes
RealEstateServices,35,1,Existing,2,3,Urban,Yes,5000,2500,0,0,0.5,0,1050,18185.0,Yes
RealEstateServices,84,1,Existing,3,1,Urban,Yes,10000,5000,0,0,0.5,0,2520,19625.0,No
RealEstateServices,52,2,New,2,4,Urban,Yes,20000,10000,1,0,0.5,0,1560,18665.0,Yes
RealEstateServices,240,7,Existing,12,1,Urban,Unknown,475000,475000,0,1,1.0,0,7200,24530.0,No
RealEstateServices,84,1,Existing,0,1,Urban,No,15000,7500,0,0,0.5,0,2520,19655.0,No
RealEstateServices,84,3,Existing,0,3,Urban,Yes,50000,25000,0,0,0.5,0,2520,19717.0,No
RentalLeasing,60,4,Existing,0,4,Urban,No,70000,59500,0,0,0.85,0,1800,18935.0,No
RealEstateServices,84,3,Existing,2,3,Urban,No,25000,12500,0,0,0.5,0,2520,19655.0,No
RentalLeasing,120,7,Existing,0,0,Unknown,No,360000,270000,0,0,0.75,1,3600,17722.0,No
RealEstateServices,220,23,Existing,0,23,Urban,No,791000,593250,0,0,0.75,0,6600,23735.0,Yes
RentalLeasing,55,1,Existing,0,1,Rural,Yes,30000,15000,0,0,0.5,0,1650,18632.0,Yes
RealEstateServices,67,1,Existing,1,1,Urban,No,35000,17500,0,0,0.5,0,2010,19176.0,Yes
RealEstateServices,90,2,Existing,4,2,Urban,No,50000,25000,0,0,0.5,0,2700,19835.0,No
RealEstateServices,84,1,New,0,1,Urban,No,25000,12500,1,0,0.5,0,2520,19655.0,No
RentalLeasing,84,5,Existing,0,0,Unknown,Unknown,60000,48000,0,0,0.8,0,2520,16580.0,No
RealEstateServices,33,1,Existing,0,1,Urban,No,35000,17500,0,0,0.5,0,990,18125.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Yes,25000,12500,0,0,0.5,0,2520,20051.0,No
RealEstateServices,58,2,Existing,0,2,Urban,No,35000,17500,0,0,0.5,0,1740,18906.0,Yes
RealEstateServices,275,2,New,0,2,Urban,Unknown,590600,442950,1,1,0.75,0,8250,25232.0,Yes
RealEstateLessors,84,5,Existing,0,5,Urban,Yes,100000,50000,0,0,0.5,0,2520,19745.0,No
RealEstateServices,52,1,Existing,1,2,Urban,Yes,20000,10000,0,0,0.5,0,1560,18726.0,Yes
RealEstateServices,259,2,Existing,0,2,Urban,Unknown,531700,398775,0,1,0.75,0,7770,24844.0,Yes
RealEstateServices,39,4,Existing,0,4,Urban,Yes,35000,17500,0,0,0.5,0,1170,18305.0,Yes
RealEstateServices,42,4,Existing,0,4,Urban,Yes,10000,5000,0,0,0.5,0,1260,18395.0,Yes
RealEstateServices,58,2,Existing,0,2,Rural,Yes,25000,12500,0,0,0.5,0,1740,18722.0,Yes
RealEstateServices,57,6,New,0,6,Urban,Yes,50000,25000,1,0,0.5,0,1710,18845.0,Yes
RentalLeasing,84,1,New,2,3,Urban,Yes,33000,16500,1,0,0.5,0,2520,19655.0,No
RentalLeasing,120,1,Existing,0,0,Unknown,Unknown,50000,40000,0,0,0.8,1,3600,17691.0,No
RealEstateServices,84,1,Existing,1,1,Urban,Yes,50000,25000,0,0,0.5,0,2520,19533.0,No
RealEstateServices,49,1,New,0,1,Urban,Yes,5000,2500,1,0,0.5,0,1470,18605.0,Yes
RealEstateServices,57,2,New,0,2,Urban,No,10000,5000,1,0,0.5,0,1710,18845.0,Yes
RealEstateServices,30,2,New,0,2,Urban,Yes,50000,25000,1,0,0.5,1,900,18066.0,Yes
RealEstateServices,84,1,New,0,1,Urban,Yes,20000,10000,1,0,0.5,0,2520,19655.0,No
RentalLeasing,84,5,Existing,0,0,Unknown,Unknown,60000,48000,0,0,0.8,0,2520,16642.0,No
RealEstateServices,12,1,New,1,1,Urban,Yes,250000,187500,1,0,0.75,1,360,17526.0,No
RentalLeasing,98,20,Existing,0,0,Unknown,Unknown,100000,80000,0,0,0.8,0,2940,17031.0,No
RealEstateServices,60,1,New,1,2,Urban,No,32100,16050,1,0,0.5,0,1800,18966.0,No
RealEstateServices,52,8,Existing,0,8,Urban,Yes,100000,50000,0,0,0.5,0,1560,18726.0,Yes
RealEstateServices,57,10,Existing,5,10,Urban,Unknown,150000,127500,0,0,0.85,0,1710,18692.0,Yes
RealEstateServices,58,4,Existing,0,4,Rural,Yes,30000,15000,0,0,0.5,0,1740,18722.0,Yes
RealEstateServices,22,1,Existing,0,1,Urban,Yes,29000,14500,0,0,0.5,1,660,17826.0,Yes
RentalLeasing,60,4,Existing,0,0,Unknown,Unknown,29000,14500,0,0,0.5,0,1800,15922.0,No
RealEstateServices,26,1,Existing,1,2,Urban,Yes,50000,25000,0,0,0.5,0,780,18432.0,Yes
RentalLeasing,276,23,Existing,0,0,Unknown,Unknown,881800,661350,0,1,0.75,0,8280,22705.0,No
RealEstateServices,48,1,Existing,0,1,Urban,Yes,100000,50000,0,0,0.5,0,1440,18637.0,Yes
RentalLeasing,120,6,Existing,0,0,Unknown,Unknown,105000,78750,0,0,0.75,1,3600,17752.0,No
RealEstateServices,1,3,Existing,0,3,Urban,Yes,12500,6250,0,0,0.5,0,30,17165.0,Yes
RealEstateServices,277,4,Existing,0,0,Urban,No,640700,480525,0,1,0.75,0,8310,25292.0,Yes
RealEstateServices,84,5,New,0,5,Urban,Yes,10000,5000,1,0,0.5,0,2520,19717.0,No
RealEstateServices,65,1,Existing,1,1,Urban,Yes,100000,50000,0,0,0.5,0,1950,19116.0,Yes
RealEstateLessors,300,7,Existing,0,0,Unknown,No,200000,150000,0,1,0.75,0,9000,23213.0,No
RealEstateServices,300,4,Existing,0,4,Urban,Unknown,230500,172875,0,1,0.75,0,9000,26044.0,No
RealEstateServices,240,13,Existing,37,13,Rural,Unknown,392000,392000,0,1,1.0,0,7200,24257.0,No
RealEstateServices,59,5,Existing,3,8,Urban,Yes,20000,10000,0,0,0.5,0,1770,18936.0,Yes
RealEstateServices,84,1,New,0,1,Urban,Yes,50000,25000,1,0,0.5,0,2520,19898.0,No
RealEstateServices,29,2,Existing,0,2,Urban,Yes,40000,20000,0,0,0.5,1,870,17852.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,2520,19502.0,No
RealEstateServices,97,1,Existing,0,1,Urban,No,25000,21250,0,0,0.85,0,2910,20076.0,Yes
RealEstateServices,54,4,Existing,0,4,Urban,Yes,50000,25000,0,0,0.5,0,1620,18876.0,Yes
RealEstateServices,65,7,Existing,2,7,Urban,No,100000,50000,0,0,0.5,0,1950,19147.0,Yes
RealEstateServices,48,3,Existing,0,3,Urban,Yes,20000,10000,0,0,0.5,0,1440,18606.0,Yes
RentalLeasing,300,5,Existing,0,0,Unknown,Unknown,180000,135000,0,1,0.75,0,9000,23091.0,No
RealEstateServices,84,2,Existing,0,2,Urban,No,25000,12500,0,0,0.5,0,2520,19717.0,No
RealEstateServices,84,3,Existing,1,3,Rural,Yes,50000,25000,0,0,0.5,0,2520,19533.0,No
RealEstateServices,75,5,Existing,0,5,Rural,Yes,50000,25000,0,0,0.5,0,2250,19263.0,Yes
RealEstateLessors,84,4,New,0,4,Urban,Yes,15000,7500,1,0,0.5,0,2520,19686.0,No
RentalLeasing,84,10,Existing,0,0,Unknown,Yes,50000,25000,0,0,0.5,0,2520,16642.0,No
RealEstateServices,65,3,Existing,2,3,Urban,Yes,35000,17500,0,0,0.5,0,1950,19147.0,Yes
RentalLeasing,300,4,Existing,2,0,Unknown,Unknown,688500,516375,0,1,0.75,0,9000,23091.0,No
RealEstateServices,27,100,Existing,0,100,Urban,Unknown,610000,457500,0,0,0.75,1,810,17823.0,Yes
RealEstateServices,67,2,Existing,1,2,Urban,No,100000,50000,0,0,0.5,0,2010,19235.0,Yes
RealEstateServices,32,4,Existing,1,5,Urban,Yes,35000,17500,0,0,0.5,1,960,17973.0,Yes
RealEstateServices,70,1,Existing,1,1,Urban,No,15000,7500,0,0,0.5,0,2100,19297.0,Yes
RealEstateServices,54,1,New,1,1,Urban,No,20000,17000,1,0,0.85,0,1620,18817.0,Yes
RealEstateServices,46,2,Existing,0,2,Urban,Yes,20000,10000,0,0,0.5,0,1380,18393.0,Yes
RentalLeasing,50,2,New,0,2,Urban,Yes,20000,10000,1,0,0.5,0,1500,18697.0,Yes
RealEstateServices,51,2,New,0,2,Urban,Yes,40000,20000,1,0,0.5,0,1530,18786.0,Yes
RealEstateServices,20,4,Existing,0,4,Urban,Yes,10000,5000,0,0,0.5,1,600,17797.0,Yes
RealEstateServices,0,4,Existing,4,4,Urban,Yes,50000,25000,0,0,0.5,0,0,17044.0,Yes
RealEstateServices,36,4,Existing,4,4,Urban,Yes,10000,5000,0,0,0.5,0,1080,18154.0,Yes
RealEstateLessors,240,1,New,15,0,Urban,Unknown,497000,497000,1,1,1.0,0,7200,24558.0,No
RentalLeasing,47,1,Existing,1,1,Urban,No,15000,12750,0,0,0.85,0,1410,18607.0,Yes
RealEstateLessors,84,2,New,0,2,Urban,Yes,50000,25000,1,0,0.5,0,2520,19776.0,No
RealEstateServices,59,1,New,0,1,Urban,Yes,20000,10000,1,0,0.5,0,1770,18995.0,Yes
RentalLeasing,61,2,Existing,0,2,Urban,Yes,10000,5000,0,0,0.5,0,1830,18843.0,Yes
RealEstateServices,58,1,Existing,0,1,Urban,No,19000,9500,0,0,0.5,0,1740,18937.0,Yes
RealEstateServices,34,2,Existing,2,2,Urban,No,15000,12750,0,0,0.85,0,1020,18217.0,Yes
RentalLeasing,99,2,Existing,2,2,Urban,No,67500,57375,0,0,0.85,0,2970,20195.0,Yes
RentalLeasing,50,2,Existing,2,2,Urban,Unknown,10000,8500,0,0,0.85,0,1500,18725.0,Yes
RealEstateServices,57,2,Existing,0,2,Urban,No,50000,25000,0,0,0.5,0,1710,18907.0,Yes
RealEstateServices,84,2,Existing,0,2,Urban,Yes,30000,15000,0,0,0.5,0,2520,19776.0,No
RealEstateServices,84,9,New,0,9,Urban,Yes,35000,17500,1,0,0.5,0,2520,19745.0,No
RentalLeasing,300,7,Existing,3,4,Urban,No,526000,394500,0,1,0.75,0,9000,26197.0,No
RentalLeasing,93,0,New,1,1,Urban,No,193200,144900,1,0,0.75,0,2790,20015.0,Yes
RealEstateServices,4,3,Existing,0,3,Urban,Yes,25000,12500,0,0,0.5,0,120,17164.0,Yes
RealEstateServices,53,4,Existing,3,7,Urban,Yes,50000,25000,0,0,0.5,0,1590,18787.0,Yes
RealEstateServices,43,6,Existing,0,6,Urban,Yes,35000,17500,0,0,0.5,0,1290,18487.0,Yes
RealEstateServices,60,2,Existing,0,2,Urban,No,100000,50000,0,0,0.5,0,1800,19025.0,Yes
RealEstateServices,60,2,New,0,2,Urban,No,19300,9650,1,0,0.5,0,1800,19025.0,No
RealEstateServices,64,5,New,0,5,Urban,Yes,50000,25000,1,0,0.5,0,1920,19145.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,No,50000,25000,0,0,0.5,0,2520,19776.0,No
RentalLeasing,69,1,Existing,3,1,Urban,No,10000,8500,0,0,0.85,0,2070,19356.0,Yes
RentalLeasing,44,2,Existing,0,2,Urban,No,82500,41250,0,0,0.5,0,1320,18545.0,Yes
RealEstateServices,73,25,Existing,0,25,Urban,Yes,20000,10000,0,0,0.5,0,2190,19234.0,Yes
RealEstateServices,65,1,Existing,0,1,Urban,Yes,50000,25000,0,0,0.5,0,1950,19267.0,Yes
RentalLeasing,60,2,Existing,2,2,Urban,Unknown,100000,50000,0,0,0.5,0,1800,18813.0,No
RealEstateServices,62,6,Existing,0,6,Urban,No,35000,17500,0,0,0.5,0,1860,19085.0,Yes
RealEstateServices,63,2,Existing,0,2,Urban,Yes,20000,10000,0,0,0.5,0,1890,19115.0,Yes
RealEstateServices,59,4,Existing,0,4,Urban,Yes,82500,41250,0,0,0.5,0,1770,18995.0,Yes
RealEstateServices,84,2,Existing,0,2,Rural,Yes,25000,12500,0,0,0.5,0,2520,19533.0,No
RealEstateServices,57,1,Existing,0,1,Urban,No,35000,17500,0,0,0.5,0,1710,18935.0,Yes
RealEstateServices,49,1,Existing,0,1,Urban,No,100000,50000,0,0,0.5,0,1470,18726.0,Yes
RentalLeasing,84,16,Existing,0,16,Urban,Yes,25000,12500,0,0,0.5,0,2520,19745.0,No
RealEstateServices,275,16,Existing,5,16,Rural,Unknown,240000,180000,0,1,0.75,0,8250,25294.0,Yes
RealEstateServices,88,16,Existing,5,16,Rural,Unknown,160000,120000,0,0,0.75,0,2640,19684.0,Yes
RealEstateServices,240,50,Existing,15,0,Urban,Unknown,341000,341000,0,1,1.0,0,7200,24285.0,No
RealEstateServices,273,16,Existing,5,16,Rural,Unknown,120000,90000,0,1,0.75,0,8190,25234.0,Yes
RealEstateServices,69,2,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,0,2070,19387.0,Yes
RentalLeasing,60,2,Existing,0,2,Urban,Unknown,104000,41600,0,0,0.4,0,1800,18874.0,No
RealEstateServices,26,1,Existing,5,6,Urban,No,75000,37500,0,0,0.5,1,780,18005.0,Yes
RentalLeasing,84,1,New,1,0,Urban,No,10000,8500,1,0,0.85,0,2520,19745.0,No
RealEstateServices,35,1,Existing,0,1,Urban,Yes,12000,6000,0,0,0.5,0,1050,18275.0,Yes
RealEstateServices,45,1,Existing,2,1,Urban,Yes,25000,12500,0,0,0.5,0,1350,18667.0,Yes
RealEstateServices,240,16,Existing,15,0,Urban,Unknown,580000,580000,0,1,1.0,0,7200,24320.0,No
RealEstateServices,60,2,Existing,1,2,Urban,Yes,50000,25000,0,0,0.5,0,1800,19056.0,Yes
RealEstateServices,84,3,New,0,3,Urban,Yes,5000,2500,1,0,0.5,0,2520,19776.0,No
RealEstateServices,111,6,New,0,6,Urban,No,35000,17500,1,0,0.5,0,3330,20586.0,No
RealEstateServices,84,7,Existing,0,0,Unknown,Unknown,30000,24000,0,0,0.8,0,2520,16733.0,No
RealEstateServices,62,2,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,0,1860,19085.0,Yes
RealEstateServices,268,14,Existing,0,14,Urban,No,481500,361125,0,1,0.75,0,8040,25296.0,Yes
RealEstateServices,68,1,Existing,0,1,Urban,No,50000,25000,0,0,0.5,0,2040,19296.0,Yes
RealEstateServices,84,12,Existing,0,12,Urban,Yes,35000,17500,0,0,0.5,0,2520,19867.0,No
RealEstateServices,63,2,Existing,0,2,Urban,Yes,45000,22500,0,0,0.5,0,1890,19207.0,Yes
RentalLeasing,120,5,Existing,0,0,Unknown,No,300000,225000,0,0,0.75,1,3600,17783.0,No
RealEstateServices,48,1,Existing,0,1,Rural,Yes,25000,12500,0,0,0.5,0,1440,18484.0,Yes
RentalLeasing,12,2,Existing,0,0,Unknown,Yes,25000,12500,0,0,0.5,0,360,14604.0,Yes
RealEstateServices,84,4,Existing,1,4,Urban,Yes,20000,10000,0,0,0.5,0,2520,19806.0,No
RentalLeasing,120,2,New,1,2,Urban,No,300000,225000,1,0,0.75,0,3600,20856.0,No
RealEstateServices,59,15,Existing,0,15,Urban,Yes,50000,25000,0,0,0.5,0,1770,19026.0,Yes
RentalLeasing,300,1,Existing,0,0,Unknown,No,134000,100500,0,1,0.75,0,9000,23152.0,No
RealEstateServices,55,5,Existing,1,5,Urban,No,100000,50000,0,0,0.5,0,1650,18906.0,Yes
RentalLeasing,84,1,Existing,1,1,Urban,No,25000,21250,0,0,0.85,0,2520,19776.0,No
RentalLeasing,84,4,New,0,4,Urban,Yes,25000,12500,1,0,0.5,0,2520,19564.0,No
RealEstateServices,62,16,Existing,0,16,Urban,No,15000,7500,0,0,0.5,0,1860,19146.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,No,15000,7500,0,0,0.5,0,2520,19776.0,No
RealEstateServices,240,15,Existing,5,0,Urban,Unknown,286000,286000,0,1,1.0,0,7200,24285.0,No
RealEstateServices,61,2,Existing,0,2,Urban,No,12000,6000,0,0,0.5,0,1830,19116.0,Yes
RentalLeasing,120,2,Existing,0,0,Unknown,Unknown,100000,80000,0,0,0.8,1,3600,17752.0,No
RealEstateServices,55,2,New,0,2,Urban,No,12000,6000,1,0,0.5,0,1650,18936.0,Yes
RealEstateServices,240,5,New,30,0,Urban,Unknown,165000,165000,1,1,1.0,0,7200,24348.0,No
RealEstateServices,61,1,New,0,1,Urban,Yes,35000,17500,1,0,0.5,0,1830,19239.0,Yes
RealEstateServices,240,7,Existing,4,0,Urban,Unknown,724000,724000,0,1,1.0,0,7200,24467.0,No
RealEstateServices,84,25,Existing,0,0,Unknown,Yes,32900,16450,0,0,0.5,0,2520,16733.0,No
RentalLeasing,101,3,Existing,2,3,Urban,No,200000,150000,0,0,0.75,0,3030,20286.0,Yes
RealEstateServices,30,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,900,18156.0,Yes
RealEstateServices,49,3,Existing,2,5,Urban,Yes,10000,5000,0,0,0.5,0,1470,18544.0,Yes
RentalLeasing,43,7,Existing,0,7,Urban,Yes,20000,10000,0,0,0.5,0,1290,18699.0,Yes
RealEstateServices,84,2,Existing,1,2,Urban,No,100000,50000,0,0,0.5,0,2520,19837.0,No
RealEstateServices,37,1,Existing,0,1,Urban,Yes,50000,25000,0,0,0.5,0,1110,18184.0,Yes
RentalLeasing,240,5,Existing,5,0,Urban,Unknown,371000,371000,0,1,1.0,0,7200,24348.0,No
RealEstateLessors,63,12,Existing,2,14,Urban,Yes,50000,25000,0,0,0.5,0,1890,19176.0,Yes
